주문번호,수령방법,결제방법,항목,추가선택,드레싱,서비스타입,주문금액,배달팁,결제금액,주문시각,접수시각,배달시각,주소,요청사항,배달요청사항
4741916,포장,나우웨이팅 POS,숲속 샐러드,"닭가슴살(100g) 추가, 목살(100g) 추가, 할라피뇨 X",오리엔탈,onsite,10600,0,10600,2020-08-25 17:42:43,-,-,X,,-
4741867,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드","목살(100g) 추가, 숲속토핑(110g) 추가, 고구마 50g 추가","발사믹, 드레싱 제외",onsite,17700,0,17700,2020-08-25 17:38:40,-,-,X,,-
4741844,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"발사믹, 오리엔탈",onsite,13300,0,13300,2020-08-25 17:36:58,-,-,X,,-
4741781,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 17:32:07,-,-,X,,-
4741760,"매장식사, 매장식사",나우웨이팅 POS,"이너프 샐러드, 목살 샐러드",,"발사믹, 오리엔탈",onsite,10700,0,10700,2020-08-25 17:31:13,-,-,X,,-
4741743,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 17:30:19,-,-,X,,-
4741721,포장,나우웨이팅 POS,닭가슴살 샐러드,"스위트콘X, 올리브X, 할라피뇨X, 양파X",발사믹,onsite,5900,0,5900,2020-08-25 17:29:00,-,-,X,,-
4741708,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",,발사믹,onsite,8600,0,8600,2020-08-25 17:27:56,-,-,X,,-
4741706,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드",,"발사믹, 드레싱 제외",onsite,12300,0,12300,2020-08-25 17:27:51,-,-,X,,-
4741703,포장,나우웨이팅 POS,목살 샐러드,고구마 100g,오리엔탈,onsite,7800,0,7800,2020-08-25 17:27:44,-,-,X,,-
4741698,포장,나우웨이팅 POS,훈제연어 샐러드,고구마 50g 추가,렌치,onsite,7600,0,7600,2020-08-25 17:27:24,-,-,X,,-
4741662,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-25 17:24:26,-,-,X,,-
4741631,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드",올리브X,"발사믹, 발사믹",onsite,11800,0,11800,2020-08-25 17:22:25,-,-,X,,-
4741489,포장,나우웨이팅 POS,훈제연어 샐러드,올리브 X,렌치,onsite,6900,0,6900,2020-08-25 17:11:43,-,-,X,,-
4741480,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,13300,0,13300,2020-08-25 17:10:47,-,-,X,,-
4741476,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-25 17:10:19,-,-,X,,-
4741422,포장,나우웨이팅 POS,닭가슴살 샐러드,고구마(50g),오리엔탈,onsite,6600,0,6600,2020-08-25 17:06:37,-,-,X,,-
4741399,포장,나우웨이팅 POS,닭가슴살 샐러드,"닭가슴살(100g) 추가, 고구마(50g)",오리엔탈,onsite,8700,0,6700,2020-08-25 17:05:13,-,-,X,,-
4741370,포장,나우웨이팅 POS,훈제연어 샐러드,"할라피뇨 X, 방울토마토 X",드레싱 제외,onsite,6900,0,6900,2020-08-25 17:02:18,-,-,X,,-
4741312,매장식사,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 16:58:23,-,-,X,,-
4741290,매장식사,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-25 16:56:43,-,-,X,,-
4741276,매장식사,나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드",,렌치,onsite,13800,0,13800,2020-08-25 16:55:57,-,-,X,,-
4741213,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드","할라피뇨X, 양파X","오리엔탈, 발사믹",onsite,12300,0,12300,2020-08-25 16:50:52,-,-,X,,-
4741177,매장식사,나우웨이팅 POS,숲속 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X, 아몬드 X",오리엔탈,onsite,5900,0,5900,2020-08-25 16:48:35,-,-,X,,-
4741131,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-25 16:45:50,-,-,X,,-
4740922,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 16:31:45,-,-,X,,-
4740887,포장,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X",발사믹,onsite,6400,0,6400,2020-08-25 16:29:44,-,-,X,,-
4740845,포장,나우웨이팅 POS,닭가슴살 샐러드,양파X,렌치,onsite,5900,0,5900,2020-08-25 16:27:13,-,-,X,,-
4740818,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 16:25:26,-,-,X,,-
4740791,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 16:22:52,-,-,X,,-
4740784,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드","스위트콘X, 고구마 50g 추가, 스위트콘X","렌치, 오리엔탈",onsite,14000,0,14000,2020-08-25 16:22:20,-,-,X,,-
4740571,매장식사,나우웨이팅 POS,목살 샐러드,고구마(50g),오리엔탈,onsite,7100,0,7100,2020-08-25 16:09:28,-,-,X,,-
4740512,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 목살 샐러드","닭가슴살(100g) 추가, 고구마(50g)","오리엔탈, 발사믹",onsite,15100,0,15100,2020-08-25 16:06:14,-,-,X,,-
4740447,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-25 16:03:12,-,-,X,,-
4740375,매장식사,나우웨이팅 POS,"목살 샐러드, 목살 샐러드","목살(100g) 추가, 올리브 X, 할라피뇨 X",오리엔탈,onsite,18000,0,18000,2020-08-25 16:00:08,-,-,X,,-
4740239,포장,나우웨이팅 POS,이너프 샐러드,고구마(50g),오리엔탈,onsite,5000,0,5000,2020-08-25 15:53:43,-,-,X,,-
4740138,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 15:49:21,-,-,X,,-
4740130,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 훈제연어 샐러드",,"발사믹, 렌치",onsite,12800,0,12800,2020-08-25 15:48:40,-,-,X,,-
4740129,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 15:48:39,-,-,X,,-
4740116,매장식사,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-25 15:48:12,-,-,X,,-
4739961,포장,나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드",고구마(50g),발사믹,onsite,13200,0,13200,2020-08-25 15:39:57,-,-,X,,-
4739776,포장,나우웨이팅 POS,목살 샐러드,삶은달걀 추가,오리엔탈,onsite,6900,0,6900,2020-08-25 15:31:35,-,-,X,,-
4739666,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드",,"렌치, 오리엔탈",onsite,13800,0,13800,2020-08-25 15:26:19,-,-,X,,-
4739599,포장,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 할라피뇨 X, 아몬드 X",오리엔탈,onsite,6400,0,6400,2020-08-25 15:22:59,-,-,X,,-
4739260,"포장, 포장, 포장",나우웨이팅 POS,"목살 샐러드, 목살 샐러드, 훈제연어 샐러드","강낭콩 X, 강낭콩 X","렌치, 오리엔탈, 렌치",onsite,19700,0,19700,2020-08-25 15:07:26,-,-,X,,-
4739241,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,렌치,onsite,5000,0,5000,2020-08-25 15:06:44,-,-,X,,-
4739169,포장,나우웨이팅 POS,닭가슴살 샐러드,"삶은달걀 추가, 할라피뇨X",드레싱 제외,onsite,6400,0,4400,2020-08-25 15:03:53,-,-,X,,-
4737653,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-25 13:59:17,-,-,X,,-
4737650,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-25 13:59:11,-,-,X,,-
4737606,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드",,"오리엔탈, 오리엔탈",onsite,11800,0,11800,2020-08-25 13:57:15,-,-,X,,-
4737500,포장,나우웨이팅 POS,목살 샐러드,"스위트콘X, 강낭콩X, 올리브X",발사믹,onsite,6400,0,6400,2020-08-25 13:53:27,-,-,X,,-
4737439,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드",,"렌치, 오리엔탈",onsite,11800,0,11800,2020-08-25 13:51:06,-,-,X,,-
4737419,포장,나우웨이팅 POS,숲속 샐러드,계란X,발사믹,onsite,5900,0,5900,2020-08-25 13:50:33,-,-,X,,-
4737279,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드",,"발사믹, 오리엔탈",onsite,12300,0,12300,2020-08-25 13:45:34,-,-,X,,-
4737182,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-25 13:41:43,-,-,X,,-
4737138,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 13:40:40,-,-,X,,-
4736827,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-25 13:30:50,-,-,X,,-
4736812,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-25 13:30:13,-,-,X,,-
4736802,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 13:29:48,-,-,X,,-
4736779,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-25 13:29:03,-,-,X,,-
4736749,포장,나우웨이팅 POS,닭가슴살 샐러드,"올리브 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-25 13:28:20,-,-,X,,-
4736522,포장,나우웨이팅 POS,숲속 샐러드,계란X,발사믹,onsite,5900,0,5900,2020-08-25 13:21:48,-,-,X,,-
4736488,매장식사,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,발사믹,onsite,12800,0,12800,2020-08-25 13:20:55,-,-,X,,-
4736453,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 이너프 샐러드",,"오리엔탈, 발사믹",onsite,10200,0,10200,2020-08-25 13:20:01,-,-,X,,-
4736446,포장,나우웨이팅 POS,이너프 샐러드,,드레싱 제외,onsite,4300,0,4300,2020-08-25 13:19:48,-,-,X,,-
4736331,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드","할라피뇨 X, 양파 X, 할라피뇨 X, 양파 X","발사믹, 발사믹",onsite,13300,0,13300,2020-08-25 13:17:00,-,-,X,,-
4736236,포장,나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드",,렌치,onsite,11800,0,11800,2020-08-25 13:14:45,-,-,X,,-
4736175,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",삶은달걀 추가,렌치,onsite,9600,0,9600,2020-08-25 13:13:13,-,-,X,,-
4736113,매장식사,나우웨이팅 POS,목살 샐러드,고구마(50g),발사믹,onsite,7100,0,7100,2020-08-25 13:12:03,-,-,X,,-
4736106,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 닭가슴살 샐러드",,"렌치, 오리엔탈",onsite,10200,0,10200,2020-08-25 13:11:49,-,-,X,,-
4736062,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,13300,0,13300,2020-08-25 13:10:52,-,-,X,,-
4735952,포장,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-25 13:08:27,-,-,X,,-
4735862,포장,나우웨이팅 POS,훈제연어 샐러드,,오리엔탈,onsite,6900,0,6900,2020-08-25 13:06:09,-,-,X,,-
4735838,매장식사,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-25 13:05:40,-,-,X,,-
4735500,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 이너프 샐러드",고구마(50g),"오리엔탈, 오리엔탈",onsite,11400,0,11400,2020-08-25 12:58:19,-,-,X,,-
4734538,포장,나우웨이팅 POS,이너프 샐러드,,렌치,onsite,4300,0,4300,2020-08-25 12:39:04,-,-,X,,-
4734382,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-25 12:36:05,-,-,X,,-
4734284,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-25 12:34:35,-,-,X,,-
4733913,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 닭가슴살 샐러드",고구마(50g),"렌치, 오리엔탈",onsite,13500,0,13500,2020-08-25 12:28:48,-,-,X,,-
4733742,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-25 12:26:04,-,-,X,,-
4733583,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"올리브 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-25 12:23:04,-,-,X,,-
4733551,매장식사,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-25 12:22:32,-,-,X,,-
4733513,매장식사,나우웨이팅 POS,목살 샐러드,,렌치,onsite,6400,0,6400,2020-08-25 12:21:52,-,-,X,,-
4733478,매장식사,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 양파 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-25 12:21:19,-,-,X,,-
4733451,매장식사,나우웨이팅 POS,"훈제연어 샐러드, 오리엔탈 추가",강낭콩 X,오리엔탈,onsite,7400,0,7400,2020-08-25 12:20:51,-,-,X,,-
4733341,매장식사,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X, 고구마(50g)",오리엔탈,onsite,7100,0,7100,2020-08-25 12:18:40,-,-,X,,-
4732950,포장,나우웨이팅 POS,목살 샐러드,고구마(50g),발사믹,onsite,7100,0,7100,2020-08-25 12:11:47,-,-,X,,-
4732895,포장,나우웨이팅 POS,목살 샐러드,할라피뇨X,렌치,onsite,6400,0,6400,2020-08-25 12:10:44,-,-,X,,-
4732785,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 12:08:31,-,-,X,,-
4732679,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"목살(100g) 추가, 고구마(100g)",오리엔탈,onsite,9900,0,9900,2020-08-25 12:06:45,-,-,X,,-
4732656,포장,나우웨이팅 POS,훈제연어 샐러드,"고구마 50g 추가, 강낭콩X, 올리브X, 할라피뇨X",렌치,onsite,7600,0,7600,2020-08-25 12:06:19,-,-,X,,-
4732644,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드","강낭콩 X, 올리브 X, 할라피뇨 X, 고구마(50g)","발사믹, 오리엔탈",onsite,13000,0,13000,2020-08-25 12:06:07,-,-,X,,-
4732534,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 닭가슴살 샐러드",,"렌치, 렌치",onsite,12800,0,12800,2020-08-25 12:03:27,-,-,X,,-
4732452,포장,나우웨이팅 POS,숲속 샐러드,닭가슴살(100g) 추가,발사믹,onsite,8000,0,8000,2020-08-25 12:00:58,-,-,X,,-
4732388,포장,나우웨이팅 POS,훈제연어 샐러드,목살(100g) 추가,렌치,onsite,9500,0,9500,2020-08-25 11:59:53,-,-,X,,-
4732358,포장,나우웨이팅 POS,훈제연어 샐러드,양파X,렌치,onsite,6900,0,6900,2020-08-25 11:58:46,-,-,X,,-
4756546,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-26 15:19:32,-,-,X,,-
4754874,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-26 14:00:45,-,-,X,,-
4754853,매장식사,나우웨이팅 POS,닭가슴살 샐러드,할라피뇨 X,렌치,onsite,5900,0,5900,2020-08-26 13:59:48,-,-,X,,-
4754814,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,2300,2020-08-26 13:58:23,-,-,X,,-
4754625,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드","강낭콩 X, 올리브 X, 할라피뇨 X, 강낭콩 X, 올리브 X, 할라피뇨 X","발사믹, 발사믹",onsite,13300,0,13300,2020-08-26 13:50:30,-,-,X,,-
4754519,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드",목살(100g) 추가,"오리엔탈, 오리엔탈",onsite,14400,0,14400,2020-08-26 13:46:38,-,-,X,,-
4754439,포장,나우웨이팅 POS,훈제연어 샐러드,고구마(50g),렌치,onsite,7600,0,7600,2020-08-26 13:43:28,-,-,X,,-
4754414,포장,나우웨이팅 POS,닭가슴살 샐러드,"닭가슴살(100g) 추가, 할라피뇨 X",발사믹,onsite,8000,0,8000,2020-08-26 13:42:46,-,-,X,,-
4754018,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-26 13:29:03,-,-,X,,-
4753897,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 목살 샐러드",닭가슴살(100g) 추가,"렌치, 오리엔탈",onsite,14900,0,14900,2020-08-26 13:24:54,-,-,X,,-
4753825,"포장, 포장, 포장",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드, 목살 샐러드",,"발사믹, 오리엔탈, 오리엔탈",onsite,18200,0,18200,2020-08-26 13:23:03,-,-,X,,-
4753308,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-26 13:10:09,-,-,X,,-
4753276,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,12800,0,12800,2020-08-26 13:09:19,-,-,X,,-
4753103,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-26 13:05:30,-,-,X,,-
4753097,포장,나우웨이팅 POS,훈제연어 샐러드,강낭콩 X,렌치,onsite,6900,0,6900,2020-08-26 13:05:20,-,-,X,,-
4752943,포장,나우웨이팅 POS,닭가슴살 샐러드,"숲속토핑(110g) 추가, 고구마 100g, 올리브X",오리엔탈,onsite,9400,0,9400,2020-08-26 13:01:42,-,-,X,,-
4752906,포장,나우웨이팅 POS,이너프 샐러드,"올리브 X, 할라피뇨 X",오리엔탈,onsite,4300,0,4300,2020-08-26 13:00:48,-,-,X,,-
4752869,포장,나우웨이팅 POS,이너프 샐러드,,렌치,onsite,4300,0,4300,2020-08-26 13:00:09,-,-,X,,-
4752704,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-26 12:56:47,-,-,X,,-
4752633,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드",고구마(50g),"발사믹, 오리엔탈",onsite,12500,0,12500,2020-08-26 12:55:11,-,-,X,,-
4752514,포장,나우웨이팅 POS,닭가슴살 샐러드,"삶은달걀 추가, 고구마 50g 추가, 스위트콘X, 올리브X, 할라피뇨X, 양파X",발사믹,onsite,7100,0,7100,2020-08-26 12:52:03,-,-,X,,-
4752465,포장,나우웨이팅 POS,닭가슴살 샐러드,"고구마 50g 추가, 할라피뇨X, 방올토마토X",렌치,onsite,6600,0,6600,2020-08-26 12:50:56,-,-,X,,-
4752402,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",삶은달걀 추가,렌치,onsite,9600,0,7600,2020-08-26 12:49:35,-,-,X,,-
4752313,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"목살(100g) 추가, 고구마(100g)",오리엔탈,onsite,9900,0,9900,2020-08-26 12:47:43,-,-,X,,-
4752196,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"발사믹, 발사믹",onsite,13300,0,13300,2020-08-26 12:45:38,-,-,X,,-
4752000,포장,나우웨이팅 POS,목살 샐러드,할라피뇨 X,렌치,onsite,6400,0,6400,2020-08-26 12:41:46,-,-,X,,-
4751963,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-26 12:41:07,-,-,X,,-
4751916,매장식사,나우웨이팅 POS,이너프 샐러드,고구마(50g),발사믹,onsite,5000,0,5000,2020-08-26 12:40:08,-,-,X,,-
4751844,포장,나우웨이팅 POS,목살 샐러드,"올리브 X, 할라피뇨 X, 양파 X",오리엔탈,onsite,6400,0,6400,2020-08-26 12:38:47,-,-,X,,-
4751728,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 12:36:39,-,-,X,,-
4751695,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 12:36:12,-,-,X,,-
4751202,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드, 이너프 샐러드, 이너프 샐러드",할라피뇨X,렌치,onsite,17200,0,17200,2020-08-26 12:27:26,-,-,X,,-
4751162,포장,나우웨이팅 POS,목살 샐러드,고구마 50g 추가,렌치,onsite,7100,0,7100,2020-08-26 12:26:43,-,-,X,,-
4751070,매장식사,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 양파 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-26 12:24:49,-,-,X,,-
4751039,매장식사,나우웨이팅 POS,숲속 샐러드,"올리브 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-26 12:24:23,-,-,X,,-
4750941,매장식사,나우웨이팅 POS,목살 샐러드,"올리브 X, 아몬드 X",오리엔탈,onsite,6400,0,6400,2020-08-26 12:22:35,-,-,X,,-
4750858,포장,나우웨이팅 POS,숲속 샐러드,고구마(50g),렌치,onsite,6600,0,6600,2020-08-26 12:20:59,-,-,X,,-
4750195,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 12:08:05,-,-,X,,-
4750007,포장,나우웨이팅 POS,이너프 샐러드,고구마(50g),오리엔탈,onsite,5000,0,5000,2020-08-26 12:03:26,-,-,X,,-
4749948,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-26 12:02:07,-,-,X,,-
4749886,매장식사,나우웨이팅 POS,이너프 샐러드,"계란, 고구마(50g)",발사믹,onsite,5500,0,5500,2020-08-26 12:00:38,-,-,X,,-
4749863,포장,나우웨이팅 POS,닭가슴살 샐러드,"숲속토핑(110g) 추가, 고구마(50g)",드레싱 제외,onsite,8700,0,8700,2020-08-26 12:00:06,-,-,X,,-
4749850,포장,나우웨이팅 POS,닭가슴살 샐러드,"고구마(50g), 고구마(100g)",오리엔탈,onsite,8000,0,8000,2020-08-26 11:59:41,-,-,X,,-
4749833,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 11:59:08,-,-,X,,-
4749810,매장식사,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-26 11:58:23,-,-,X,,-
4749768,포장,나우웨이팅 POS,숲속 샐러드,"목살(100g) 추가, 강낭콩 X, 할라피뇨 X",오리엔탈,onsite,8500,0,8500,2020-08-26 11:56:56,-,-,X,,-
4749733,포장,나우웨이팅 POS,목살 샐러드,강낭콩 X,렌치,onsite,6400,0,6400,2020-08-26 11:56:04,-,-,X,,-
4749679,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-26 11:53:53,-,-,X,,-
4749651,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-26 11:52:49,-,-,X,,-
4749639,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-26 11:52:16,-,-,X,,-
4749623,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 숲속 샐러드",고구마(50g),"오리엔탈, 오리엔탈",onsite,12500,0,12500,2020-08-26 11:51:43,-,-,X,,-
4749616,포장,나우웨이팅 POS,이너프 샐러드,"고구마 100g, 강낭콩X, 할라피뇨X",렌치,onsite,5700,0,5700,2020-08-26 11:51:08,-,-,X,,-
4749534,매장식사,나우웨이팅 POS,닭가슴살 샐러드,닭가슴살(100g) 추가,발사믹,onsite,8000,0,8000,2020-08-26 11:47:11,-,-,X,,-
4749489,"포장, 포장, 포장",나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드, 이너프 샐러드, 이너프 샐러드",,"발사믹, 렌치, 오리엔탈",onsite,17200,0,17200,2020-08-26 11:44:56,-,-,X,,-
4749455,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드","할라피뇨 X, 양파 X","오리엔탈, 오리엔탈",onsite,8600,0,8600,2020-08-26 11:42:51,-,-,X,,-
4749450,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,오리엔탈,onsite,5000,0,5000,2020-08-26 11:42:44,-,-,X,,-
4749232,매장식사,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-26 11:31:38,-,-,X,,-
4749224,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-26 11:31:25,-,-,X,,-
4749216,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 11:31:05,-,-,X,,-
4749197,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,발사믹,onsite,5000,0,5000,2020-08-26 11:29:59,-,-,X,,-
4749150,매장식사,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,렌치,onsite,12800,0,10800,2020-08-26 11:26:44,-,-,X,,-
4749128,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-26 11:25:22,-,-,X,,-
4748996,포장,나우웨이팅 POS,닭가슴살 샐러드,"닭가슴살(100g) 추가, 강낭콩 X, 올리브 X, 할라피뇨 X, 아몬드 X",오리엔탈,onsite,8000,0,8000,2020-08-26 11:14:53,-,-,X,,-
4748910,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드",닭가슴살(100g) 추가,"발사믹, 렌치",onsite,14400,0,14400,2020-08-26 11:09:30,-,-,X,,-
4748859,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-26 11:06:22,-,-,X,,-
4748841,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-26 11:05:09,-,-,X,,-
4748839,포장,나우웨이팅 POS,숲속 샐러드,,드레싱 제외,onsite,5900,0,5900,2020-08-26 11:05:08,-,-,X,,-
4748831,포장,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 올리브 X",발사믹,onsite,5900,0,5900,2020-08-26 11:04:16,-,-,X,,-
4748819,매장식사,나우웨이팅 POS,목살 샐러드,고구마(50g),렌치,onsite,7100,0,7100,2020-08-26 11:03:43,-,-,X,,-
4748809,매장식사,나우웨이팅 POS,"목살 샐러드, 목살 샐러드, 목살 샐러드","목살(100g) 추가, 계란",오리엔탈,onsite,28500,0,28500,2020-08-26 11:03:12,-,-,X,,-
